Dataset                      Metric                    metric valor    p    k
../datasets_2/cocomo81.arff  R2 Score                   0.231085       1    4
../datasets_2/cocomo81.arff  MAE                      489.075          2    4
../datasets_2/cocomo81.arff  Median Absolute Error    255.5            2    4
../datasets_2/cocomo81.arff  RMSE                     929.534          2    4
../datasets_2/cocomo81.arff  R2 Score                   0.686108       2    4
../datasets_2/cocomo81.arff  MAE                      306.338          1    5
../datasets_2/cocomo81.arff  Median Absolute Error    238              1    5
../datasets_2/cocomo81.arff  RMSE                     497.409          1    5
../datasets_2/cocomo81.arff  R2 Score                -104.074          1    5
../datasets_2/cocomo81.arff  MAE                      691.585          2    5
../datasets_2/cocomo81.arff  Median Absolute Error    339.2            2    5
../datasets_2/cocomo81.arff  RMSE                    1233.67           2    5
../datasets_2/cocomo81.arff  R2 Score                   0.459197       2    5
../datasets_2/cocomo81.arff  MAE                      348.11           1    6
../datasets_2/cocomo81.arff  Median Absolute Error    210.333          1    6
../datasets_2/cocomo81.arff  RMSE                     480.15           1    6
../datasets_2/cocomo81.arff  R2 Score                   0.596994       1    6
../datasets_2/cocomo81.arff  MAE                      945.526          2    6
../datasets_2/cocomo81.arff  Median Absolute Error    192.667          2    6
../datasets_2/cocomo81.arff  RMSE                    2674              2    6
../datasets_2/cocomo81.arff  R2 Score                   0.196632       2    6
../datasets_2/cocomo81.arff  MAE                      717.163          1    7
../datasets_2/cocomo81.arff  Median Absolute Error    221.286          1    7
../datasets_2/cocomo81.arff  RMSE                    1728.51           1    7
../datasets_2/cocomo81.arff  R2 Score                   0.0118105      1    7
../datasets_2/cocomo81.arff  MAE                      563.099          2    7
../datasets_2/cocomo81.arff  Median Absolute Error    186.714          2    7
../datasets_2/cocomo81.arff  RMSE                    1271.28           2    7
../datasets_2/cocomo81.arff  R2 Score                   0.418835       2    7
../datasets_2/cocomo81.arff  MAE                      787.475          1    8
../datasets_2/cocomo81.arff  Median Absolute Error    287.875          1    8
../datasets_2/cocomo81.arff  RMSE                    1768.61           1    8
../datasets_2/cocomo81.arff  R2 Score                  -0.0124266      1    8
../datasets_2/cocomo81.arff  MAE                      582.981          2    8
../datasets_2/cocomo81.arff  Median Absolute Error    157.5            2    8
../datasets_2/cocomo81.arff  RMSE                    1336.22           2    8
../datasets_2/cocomo81.arff  R2 Score                   0.338858       2    8
../datasets_2/cocomo81.arff  MAE                      658.203          1    9
../datasets_2/cocomo81.arff  Median Absolute Error    169.444          1    9
../datasets_2/cocomo81.arff  RMSE                    1410.77           1    9
../datasets_2/cocomo81.arff  R2 Score                   0.33664        1    9
../datasets_2/cocomo81.arff  MAE                      152.597          2    9
../datasets_2/cocomo81.arff  Median Absolute Error    144.556          2    9
../datasets_2/cocomo81.arff  RMSE                     201.153          2    9
../datasets_2/cocomo81.arff  R2 Score                  -0.568946       2    9
../datasets_2/china.arff     MAE                     1223.87           1    3
../datasets_2/china.arff     Median Absolute Error    452.5            1    3
../datasets_2/china.arff     RMSE                    2468.05           1    3
../datasets_2/china.arff     R2 Score                   0.812463       1    3
../datasets_2/china.arff     MAE                     1396.08           2    3
../datasets_2/china.arff     Median Absolute Error    871              2    3
../datasets_2/china.arff     RMSE                    2053.4            2    3
../datasets_2/china.arff     R2 Score                   0.858789       2    3
../datasets_2/china.arff     MAE                     1298.59           1    4
../datasets_2/china.arff     Median Absolute Error    582              1    4
../datasets_2/china.arff     RMSE                    3117.35           1    4
../datasets_2/china.arff     R2 Score                   0.74676        1    4
../datasets_2/china.arff     MAE                     1411.78           2    4
../datasets_2/china.arff     Median Absolute Error    670.875          2    4
../datasets_2/china.arff     RMSE                    2309.04           2    4
../datasets_2/china.arff     R2 Score                   0.789289       2    4
../datasets_2/china.arff     MAE                     1758.32           1    5
../datasets_2/china.arff     Median Absolute Error    605.4            1    5
../datasets_2/china.arff     RMSE                    4579.74           1    5
../datasets_2/china.arff     R2 Score                   0.588348       1    5
../datasets_2/china.arff     MAE                     2030.28           2    5
../datasets_2/china.arff     Median Absolute Error    668.2            2    5
../datasets_2/china.arff     RMSE                    4775.38           2    5
../datasets_2/china.arff     R2 Score                   0.677727       2    5
../datasets_2/china.arff     MAE                     1602.53           1    6
../datasets_2/china.arff     Median Absolute Error    450.417          1    6
../datasets_2/china.arff     RMSE                    3705.34           1    6
../datasets_2/china.arff     R2 Score                   0.685117       1    6
../datasets_2/china.arff     MAE                     1633.48           2    6
../datasets_2/china.arff     Median Absolute Error    751.417          2    6
../datasets_2/china.arff     RMSE                    3308.62           2    6
../datasets_2/china.arff     R2 Score                   0.71179        2    6
../datasets_2/china.arff     MAE                     1766.04           1    7
../datasets_2/china.arff     Median Absolute Error    527.5            1    7
../datasets_2/china.arff     RMSE                    5271.42           1    7
../datasets_2/china.arff     R2 Score                   0.437579       1    7
../datasets_2/china.arff     MAE                     1173.76           2    7
../datasets_2/china.arff     Median Absolute Error    616.857          2    7
../datasets_2/china.arff     RMSE                    2007.67           2    7
../datasets_2/china.arff     R2 Score                   0.760374       2    7
../datasets_2/china.arff     MAE                     1296.92           1    8
../datasets_2/china.arff     Median Absolute Error    606.5            1    8
../datasets_2/china.arff     RMSE                    2546.46           1    8
../datasets_2/china.arff     R2 Score                   0.74031        1    8
../datasets_2/china.arff     MAE                     1196.15           2    8
../datasets_2/china.arff     Median Absolute Error    713.812          2    8
../datasets_2/china.arff     RMSE                    1961.19           2    8
../datasets_2/china.arff     R2 Score                   0.801561       2    8
../datasets_2/china.arff     MAE                     1867.73           1    9
../datasets_2/china.arff     Median Absolute Error    504.778          1    9
../datasets_2/china.arff     RMSE                    5369.8            1    9
../datasets_2/china.arff     R2 Score                   0.415782       1    9
../datasets_2/china.arff     MAE                     1790.63           2    9
../datasets_2/china.arff     Median Absolute Error    797.611          2    9
../datasets_2/china.arff     RMSE                    3786.92           2    9
../datasets_2/china.arff     R2 Score                   0.642471       2    9
../datasets_2/albrecht.arff  MAE                       28.7933         1    3
../datasets_2/albrecht.arff  Median Absolute Error      5.86667        1    3
../datasets_2/albrecht.arff  RMSE                      42.3039         1    3
../datasets_2/albrecht.arff  R2 Score                   0.24634        1    3
../datasets_2/albrecht.arff  MAE                        3.18667        2    3
../datasets_2/albrecht.arff  Median Absolute Error      3.1            2    3
../datasets_2/albrecht.arff  RMSE                       3.70495        2    3
../datasets_2/albrecht.arff  R2 Score                   0.627947       2    3
../datasets_2/albrecht.arff  MAE                        2.855          1    4
../datasets_2/albrecht.arff  Median Absolute Error      2.225          1    4
